p_0,p_1,alpha_2,mu0_0,mu0_1,beta_2,mu1_0,mu1_1,gamma_2,count,bias_RA,var_RA,bias_IPW,var_IPW,bias_AIPW,var_AIPW,bias_IPWRA,var_IPWRA,bias_NNMATCH,var_NNMATCH,bias_PSMATCH,var_PSMATCH,_merge,MSE_RA,MSE_IPW,MSE_AIPW,MSE_IPWRA,MSE_NNMATCH,MSE_PSMATCH,min_absbias,minimizing_absbias
.25,.75,.5,.75,.25,-.5,.75,.25,.5,613,-.0045696092,.0020783551,.01513848,.00227052,.0030131894,.0020844254,.17592578,.0075351507,.00039799974,.0028860548,.00040799982,.0028852893,matched (3),.0020992365,.0024996935,.0020935046,.038485028,.0028862131,.0028854557,.0030131894,3
.25,.75,.5,.75,.25,-.5,.75,.25,1.42,614,-.0050540641,.001807997,.021215791,.0020751175,.012216757,.0018803688,.32535252,.0073532052,.0011409997,.0025170192,.0011519996,.0025179109,matched (3),.0018335406,.0025252274,.002029618,.11320747,.0025183212,.002519238,.0050540641,1
.25,.75,.5,.75,.25,-.5,.25,.75,-1.42,615,-.0021685148,.0019372324,-.0084935017,.0020514757,-.015121221,.0020399031,.37238699,.006408676,.0014950001,.0026045262,.001485,.0026059861,matched (3),.0019419349,.0021236152,.0022685544,.14508075,.0026067612,.0026081912,.0021685148,1
.25,.75,.5,.75,.25,-.5,.25,.75,-.5,616,-.0033388352,.0021929054,-.0030943213,.0022497177,-.0065911785,.0021995937,.5183934,.0061501502,.001281,.0030478127,.001257,.0030537574,matched (3),.0022040533,.0022592926,.0022430373,.27488187,.0030494537,.0030553374,.0030943213,2
.25,.75,.5,.75,.25,-.5,.25,.75,.5,617,-.0050546164,.0021300011,.0022957881,.0021942742,.0022295534,.0021489768,.67577976,.0058087301,.00021300008,.0029654808,.00017700007,.0029672573,matched (3),.0021555503,.0021995448,.0021539477,.46248701,.0029655262,.0029672887,.0022295534,3
.25,.75,.5,.75,.25,-.5,.25,.75,1.42,618,-.0059726909,.0018788411,.0080882683,.0019262285,.011127084,.00194371,.81701648,.0055694771,.00053599977,.0023743636,.00049999979,.0023753208,matched (3),.0019145141,.0019916487,.0020675221,.67308539,.0023746509,.0023755708,.0059726909,1
.25,.75,.5,.75,.25,-.5,.5,.5,-1.6,619,-.0015231043,.0017224785,-.0029852653,.0018573181,-.016286049,.001881127,.098030284,.0076042805,.00087700004,.0024045159,.000849,.0024056761,matched (3),.0017247983,.0018662299,.0021463623,.017214216,.0024052849,.0024063969,.0015231043,1
.25,.75,.5,.75,.25,-.5,.5,.5,1.6,620,-.007105499,.0019700381,.01428387,.0021869089,.01197677,.0021085991,.61328429,.0067954548,-.00047800041,.0026155217,-.00049600028,.0026167529,matched (3),.0020205262,.0023909379,.0022520421,.38291308,.0026157501,.002616999,.007105499,1
.25,.75,.5,.75,.25,.5,.75,.25,-1.42,621,.0074601742,.0016750307,.0079668481,.0017963584,-.0095672114,.0017459035,-.29975867,.0080267517,.0018179992,.0022459277,.0018119994,.0022459661,matched (3),.0017306849,.0018598291,.0018374351,.09788201,.0022492327,.0022492495,.0074601742,1
.25,.75,.5,.75,.25,.5,.75,.25,-.5,622,.0055006077,.0019268169,.012690004,.0020573274,-.0016875142,.0019418471,-.14886773,.0079264278,.0012920001,.0027497893,.0013080001,.0027511802,matched (3),.0019570736,.0022183636,.0019446949,.030088028,.0027514584,.002752891,.0016875142,3
.25,.75,.5,.75,.25,.5,.75,.25,.5,623,.0045659454,.002019681,.019024687,.0022322556,.0080002574,.0020405503,.013559002,.007522678,.00051800004,.0027836631,.00053400011,.0027841581,matched (3),.0020405289,.0025941944,.0021045546,.0077065243,.0027839313,.0027844433,.0045659454,1
.25,.75,.5,.75,.25,.5,.75,.25,1.42,624,.0040814914,.0017941118,.025101999,.0020789667,.017203825,.0018816936,.16298574,.007242206,.0012610002,.0024747758,.0012780003,.0024750899,matched (3),.0018107704,.002709077,.0021776652,.033806559,.002476366,.0024767232,.0040814914,1
.25,.75,.5,.75,.25,.5,.25,.75,-1.42,625,.0069670398,.0019732674,-.0046072947,.0020806252,-.010134154,.0020542974,.21002021,.0062813773,.001615,.0025900071,.001611,.0025928249,matched (3),.002021807,.0021018523,.0021569985,.050389867,.0025926153,.0025954202,.0046072947,2
.25,.75,.5,.75,.25,.5,.25,.75,-.5,626,.0057967193,.0022150325,.00079188572,.0022664226,-.0016041109,.0022109146,.35602665,.0059768138,.0014010002,.0029778178,.0013830002,.0029841601,matched (3),.0022486344,.0022670496,.0022134879,.1327318,.0029797805,.0029860728,.00079188572,2
.25,.75,.5,.75,.25,.5,.25,.75,.5,627,.0040809382,.0021083327,.0061819954,.0021651492,.0072166207,.0021241943,.51341301,.0056728045,.00033299992,.0028539009,.00030299989,.002855496,matched (3),.0021249868,.0022033663,.0021762738,.26926571,.0028540117,.0028555878,.0040809382,1
.25,.75,.5,.75,.25,.5,.25,.75,1.42,628,.0031628634,.0018586093,.011974476,.0018955201,.016114153,.001924401,.65464973,.0052482518,.00065599999,.0022809475,.00062600011,.0022802018,matched (3),.0018686129,.0020389082,.0021840669,.43381453,.0022813778,.0022805936,.0031628634,1
.25,.75,.5,.75,.25,.5,.5,.5,-1.6,629,.00761245,.0017338546,.00090094231,.0018653118,-.011298981,.0018671093,-.064336494,.0076902672,.00099699979,.0023464852,.00097499957,.0023480288,matched (3),.0017918041,.0018661234,.0019947763,.011829452,.0023474791,.0023489795,.00090094231,2
.25,.75,.5,.75,.25,.5,.5,.5,1.6,630,.002030056,.0019853818,.018170079,.0022077023,.016963838,.0021358631,.45091754,.0065830126,-.00035799973,.002550964,-.0003699997,.0025528099,matched (3),.0019895029,.002537854,.0024236348,.20990965,.0025510921,.0025529468,.002030056,1
.25,.75,.5,.75,.25,1.42,.75,.25,-1.42,631,.01641147,.0014144854,.012054069,.001590374,-.0044335178,.0014910395,-.44366509,.0080364347,.0012240001,.0018982488,.0012200002,.0018977961,matched (3),.0016838218,.0017356746,.0015106956,.20487514,.0018997469,.0018992844,.0044335178,3
.25,.75,.5,.75,.25,1.42,.75,.25,-.5,632,.014451901,.0016750537,.016777223,.0018626606,.0034461783,.0017111276,-.29277414,.007899398,.00069799961,.0023930194,.00071599969,.0023940986,matched (3),.0018839112,.0021441358,.0017230037,.093616098,.0023935067,.0023946112,.0034461783,3
.25,.75,.5,.75,.25,1.42,.75,.25,.5,633,.013517237,.0017430426,.023111906,.0020138051,.013133949,.0018000746,-.13034743,.0073598898,-.000076000222,.0024226217,-.000058000205,.0024227479,matched (3),.0019257583,.0025479654,.0019725752,.024350343,.0024226275,.0024227512,.013133949,3
.25,.75,.5,.75,.25,1.42,.75,.25,1.42,634,.013032784,.0015196623,.029189216,.0018571552,.022337517,.0016495117,.019079309,.0070236032,.00066700001,.0020949845,.0006860001,.002095405,matched (3),.0016895158,.0027091654,.0021484764,.0073876232,.0020954295,.0020958756,.013032784,1
.25,.75,.5,.75,.25,1.42,.25,.75,-1.42,635,.015918333,.0016849284,-.00052007625,.0018199926,-.0050004614,.0017688975,.066113785,.0062061846,.0010209999,.0022398862,.0010189998,.0022427067,matched (3),.0019383217,.001820263,.0017939021,.010577217,.0022409286,.0022437451,.00052007625,2
.25,.75,.5,.75,.25,1.42,.25,.75,-.5,636,.014748013,.0019424167,.0048791049,.0020163849,.003529581,.0019483358,.21212022,.0058097215,.00080700079,.0025823142,.00079100096,.0025880605,matched (3),.0021599205,.0020401906,.0019607937,.050804708,.0025829654,.0025886861,.003529581,3
.25,.75,.5,.75,.25,1.42,.25,.75,.5,637,.013032231,.0018331948,.010269213,.0019108369,.012350312,.0018741963,.36950657,.0054224078,-.00026100001,.0024546431,-.00028900002,.0024564508,matched (3),.0020030339,.0020162936,.0020267265,.14195751,.0024547114,.0024565344,.010269213,2
.25,.75,.5,.75,.25,1.42,.25,.75,1.42,638,.012114156,.0015721914,.016061693,.0016307541,.021247843,.0016744407,.51074326,.0049593598,.000061999941,.0019082326,.000033999913,.0019082552,matched (3),.0017189442,.0018887321,.0021259116,.26581803,.0019082364,.0019082563,.012114156,1
.25,.75,.5,.75,.25,1.42,.5,.5,-1.6,639,.016563745,.0014379623,.0049881628,.0016085182,-.0061652875,.0015689712,-.20824292,.0076183528,.00040299998,.0019839241,.0003830005,.0019845709,matched (3),.0017123199,.0016334,.001606982,.050983466,.0019840866,.0019847176,.0049881628,2
.25,.75,.5,.75,.25,1.42,.5,.5,1.6,640,.010981348,.0016390535,.022257296,.0018906968,.02209753,.0018241152,.3070111,.0062891999,-.00095200003,.0020954993,-.00096200005,.002096958,matched (3),.0017596434,.0023860841,.002312416,.10054501,.0020964057,.0020978835,.010981348,1
.25,.75,.5,.25,.75,-1.42,.75,.25,-1.42,641,-.0099899452,.0015101588,.0052449601,.001566167,-.019138861,.0016034574,-.47837263,.006775606,.0015250001,.0020365794,.001518,.002034273,matched (3),.0016099578,.0015936766,.0019697533,.23561598,.0020389049,.0020365773,.0052449601,2
.25,.75,.5,.25,.75,-1.42,.75,.25,-.5,642,-.011949512,.001915749,.0099681159,.0019944492,-.011259163,.0019288267,-.32748169,.0066979975,.00099900016,.0027334495,.0010140002,.0027315409,matched (3),.0020585398,.0020938125,.0020555954,.11394225,.0027344474,.0027325691,.0099681159,2
.25,.75,.5,.25,.75,-1.42,.75,.25,.5,643,-.012884175,.0019928953,.016302798,.002179544,-.0015713922,.0019780528,-.16505496,.0061545316,.00022499995,.0027938669,.00023999996,.0027909188,matched (3),.0021588972,.0024453253,.0019805219,.033397671,.0027939174,.0027909763,.0015713922,3
.25,.75,.5,.25,.75,-1.42,.75,.25,1.42,644,-.013368632,.0017290931,.022380108,.0020044832,.0076321736,.0017630513,-.015628226,.0060772127,.00096799945,.0024478408,.00098399923,.0024477735,matched (3),.0019078135,.0025053525,.0018213013,.0063214544,.0024487777,.0024487418,.0076321736,3
.25,.75,.5,.25,.75,-1.42,.25,.75,-1.42,645,-.010483081,.001499216,-.0073291832,.0015559996,-.019705802,.0015994896,.031406254,.0052598002,.0013219999,.0020100183,.0013169999,.0020115017,matched (3),.001609111,.0016097166,.0019878082,.0062461528,.002011766,.0020132363,.0073291832,2
.25,.75,.5,.25,.75,-1.42,.25,.75,-.5,646,-.011653401,.0017971899,-.0019300024,.001823582,-.01117576,.0017942786,.17741267,.0048510013,.0011080001,.002545086,.0010890001,.0025485079,matched (3),.0019329917,.0018273069,.0019191762,.036326259,.0025463137,.0025496937,.0019300024,2
.25,.75,.5,.25,.75,-1.42,.25,.75,.5,647,-.013369182,.0018016795,.0034601067,.0018616102,-.0023550286,.0017933028,.33479902,.0044800979,.000039999439,.0026037472,8.9994965e-06,.0026048631,matched (3),.0019804146,.0018735826,.001798849,.11657048,.0026037488,.0026048631,.0023550286,3
.25,.75,.5,.25,.75,-1.42,.25,.75,1.42,648,-.014287259,.0014962659,.0092525845,.0015729142,.0065425006,.0015335802,.47603574,.0041828775,.00036299851,.0019828076,.00033199828,.001984298,matched (3),.0017003916,.0016585245,.0015763845,.23079291,.0019829394,.0019844081,.0065425006,3
.25,.75,.5,.25,.75,-1.42,.5,.5,-1.6,649,-.0098376703,.0014598698,-.0018209465,.0015275582,-.020870632,.0016226534,-.24295045,.0065506436,.00070400001,.0019720737,.000681,.0019717901,matched (3),.0015566496,.0015308741,.0020582366,.06557557,.0019725694,.0019722539,.0018209465,2
.25,.75,.5,.25,.75,-1.42,.5,.5,1.6,650,-.015420067,.0017217057,.015448188,.0019643276,.0073921876,.001824011,.27230358,.0056001716,-.00065100088,.002303906,-.00066400052,.0023046576,matched (3),.0019594841,.0022029742,.0018786554,.079749413,.0023043298,.0023050986,.0073921876,3
.25,.75,.5,.25,.75,-.5,.75,.25,-1.42,651,-.001823394,.0018027142,.0086588934,.0019036175,-.014721214,.0018745557,-.63311738,.0071690772,.0016390001,.0023547222,.001626,.002353231,matched (3),.001806039,.0019785939,.0020912699,.4080067,.0023574086,.0023558747,.001823394,1
.25,.75,.5,.25,.75,-.5,.75,.25,-.5,652,-.0037829611,.0021677059,.013382048,.0022839108,-.0068415171,.0021658544,-.48222646,.0070678792,.0011129999,.0029681851,.0011219999,.0029677157,matched (3),.0021820166,.0024629899,.0022126609,.23961024,.0029694238,.0029689746,.0037829611,1
.25,.75,.5,.25,.75,-.5,.75,.25,.5,653,-.0047176233,.0022100809,.019716732,.0024323,.0028462552,.0021944901,-.31979972,.0065877866,.00033900019,.0029798476,.00034800032,.0029772371,matched (3),.0022323369,.0028210497,.0022025912,.10885965,.0029799626,.0029773582,.0028462552,3
.25,.75,.5,.25,.75,-.5,.75,.25,1.42,654,-.0052020783,.0019653195,.025794042,.0022793112,.012049822,.0020144088,-.17037299,.0063721845,.0010819999,.0026442134,.0010919998,.0026436797,matched (3),.0019923812,.0029446438,.0021596071,.035399143,.0026453841,.0026448723,.0052020783,1
.25,.75,.5,.25,.75,-.5,.25,.75,-1.42,655,-.0023165292,.0017184673,-.0039152508,.001787741,-.015288156,.0017964868,-.12333851,.0055002426,.0014359998,.0022149631,.0014249999,.0022168092,matched (3),.0017238336,.0018030702,.0020302145,.020712631,.0022170253,.0022188397,.0023165292,1
.25,.75,.5,.25,.75,-.5,.25,.75,-.5,656,-.0034868496,.0020377401,.0014839304,.0020688209,-.0067581139,.0020173672,.022667913,.0051574558,.0012219999,.0027714453,.0011969999,.0027752696,matched (3),.0020498983,.002071023,.0020630392,.0056712902,.0027729387,.0027767024,.0014839304,2
.25,.75,.5,.25,.75,-.5,.25,.75,.5,657,-.0052026305,.0020264173,.0068740398,.002092547,.002062618,.0020170361,.18005425,.004742187,.0001540001,.0027744437,.00011700014,.0027750339,matched (3),.0020534846,.0021397995,.0020212904,.037161719,.0027744675,.0027750477,.002062618,3
.25,.75,.5,.25,.75,-.5,.25,.75,1.42,658,-.006120706,.0017421329,.01266652,.0018221774,.01096015,.001788149,.321291,.0043830723,.00047699997,.0021544923,.00044,.0021548534,matched (3),.001779596,.0019826181,.0019082739,.10761098,.0021547198,.0021550471,.006120706,1
.25,.75,.5,.25,.75,-.5,.5,.5,-1.6,659,-.0016711191,.0016819467,.0015929866,.0017829777,-.016452985,.0018225993,-.39769521,.0068919379,.00081800006,.0022478793,.00078900007,.0022473605,matched (3),.0016847394,.0017855153,.0020933,.16505343,.0022485484,.0022479831,.0015929866,2
.25,.75,.5,.25,.75,-.5,.5,.5,1.6,660,-.0072535141,.0019830188,.018862123,.0022478353,.011809834,.0021001424,.1175588,.0057091247,-.00053700077,.0025232197,-.00055600051,.0025232015,matched (3),.0020356323,.0026036149,.0022396145,.019529196,.0025235082,.0025235107,.0072535141,1
.25,.75,.5,.25,.75,.5,.75,.25,-1.42,661,.0079866778,.0018319743,.013246467,.0019839234,-.0090280604,.001899996,-.79861987,.0075643561,.0014020008,.0024403632,.0013780006,.0024405129,matched (3),.0018957612,.0021593922,.0019815019,.64535803,.0024423287,.0024424118,.0079866778,1
.25,.75,.5,.25,.75,.5,.75,.25,-.5,662,.0060271095,.0021583803,.017969621,.002327574,-.0011483642,.0021689183,-.64772892,.0074532162,.00087600003,.0030311416,.00087400002,.00303134,matched (3),.0021947064,.0026504812,.002170237,.42700598,.003031909,.0030321039,.0011483642,3
.25,.75,.5,.25,.75,.5,.75,.25,.5,663,.0050924476,.0022478828,.024304304,.0025256879,.0085394075,.0022602878,-.48530218,.0068219895,.00010200002,.0030434001,.00010000003,.0030424949,matched (3),.0022738157,.0031163872,.0023332092,.24234019,.0030434106,.0030425049,.0050924476,1
.25,.75,.5,.25,.75,.5,.75,.25,1.42,664,.0046079936,.0020267242,.030381616,.0023951617,.017742975,.0021120396,-.33587545,.0064723464,.00084500026,.0027244964,.00084400037,.0027244198,matched (3),.0020479579,.0033182043,.0024268527,.11928467,.0027252105,.002725132,.0046079936,1
.25,.75,.5,.25,.75,.5,.25,.75,-1.42,665,.0074935416,.001814768,.00067232252,.0019072337,-.0095950039,.0018831382,-.28884098,.0057440111,.0011989991,.0023816831,.0011769992,.0023859865,matched (3),.0018709211,.0019076858,.0019752022,.089173123,.0023831206,.0023873718,.00067232252,2
.25,.75,.5,.25,.75,.5,.25,.75,-.5,666,.0063232211,.0020845775,.0060715037,.0021309296,-.0010649606,.0020634932,-.14283454,.0052146004,.00098500017,.0028286644,.00094900012,.0028336358,matched (3),.0021245605,.0021677928,.0020646274,.025616307,.0028296346,.0028345364,.0010649606,3
.25,.75,.5,.25,.75,.5,.25,.75,.5,667,.00460744,.0020108786,.011461613,.0020883924,.0077557708,.0020139867,.014551794,.0047532758,-.000082999999,.0027719464,-.00013099998,.002774976,matched (3),.0020321072,.002219761,.0020741387,.0049650306,.0027719534,.0027749932,.00460744,1
.25,.75,.5,.25,.75,.5,.25,.75,1.42,668,.0036893652,.001746346,.017254094,.0018293267,.016653303,.0018084795,.15578853,.0044466439,.00023999992,.0021488341,.00019199993,.0021497048,matched (3),.0017599574,.0021270304,.0020858122,.028716709,.0021488916,.0021497416,.0036893652,1
.25,.75,.5,.25,.75,.5,.5,.5,-1.6,669,.0081389518,.001770785,.0061805602,.001910179,-.010759831,.0019039335,-.56319767,.0072377841,.000581,.0024035447,.00054099999,.002404572,matched (3),.0018370275,.0019483784,.0020197073,.32442939,.0024038823,.0024048646,.0061805602,2
.25,.75,.5,.25,.75,.5,.5,.5,1.6,670,.0025565578,.0020555924,.023449697,.0023481615,.017502988,.0022017153,-.047943655,.0056944285,-.00077399996,.0025796832,-.00080400024,.0025816699,matched (3),.0020621284,.0028980498,.0025080699,.0079930229,.0025802823,.0025823163,.0025565578,1
.25,.75,.5,.25,.75,1.42,.75,.25,-1.42,671,.017616967,.0015705593,.018045472,.0017504318,-.0031990008,.0016381856,-.9461844,.0078090657,.0019999994,.0021290081,.0019659994,.002129606,matched (3),.0018809169,.002076071,.0016484192,.90307397,.0021330081,.0021334712,.0031990008,3
.25,.75,.5,.25,.75,1.42,.75,.25,-.5,672,.015657397,.001840707,.022768626,.0020476717,.0046806945,.0018660825,-.79529345,.007804052,.0014739991,.002686607,.0014619991,.0026875651,matched (3),.0020858611,.0025660819,.0018879914,.64029574,.0026887797,.0026897024,.0046806945,3
.25,.75,.5,.25,.75,1.42,.75,.25,.5,673,.014722735,.0019870375,.029103309,.0022949986,.014368466,.0020176102,-.63286674,.0071880533,.00070000009,.0027318667,.00068800012,.0027320059,matched (3),.0022037963,.0031420011,.002224063,.40770838,.0027323568,.0027324792,.014368466,3
.25,.75,.5,.25,.75,1.42,.75,.25,1.42,674,.01423828,.001752527,.035180621,.0021509863,.023572033,.001866096,-.48344001,.0067224889,.001443,.0024396912,.0014320001,.0024386451,matched (3),.0019552556,.0033886624,.0024217367,.24043673,.0024417734,.0024406957,.01423828,1
.25,.75,.5,.25,.75,1.42,.25,.75,-1.42,675,.017123831,.0015531105,.0054713278,.0016661329,-.0037659428,.0016262813,-.43640554,.0059850314,.0017970003,.0021028975,.0017650005,.0021069956,matched (3),.0018463362,.0016960683,.0016404636,.19643483,.0021061266,.0021101108,.0037659428,3
.25,.75,.5,.25,.75,1.42,.25,.75,-.5,676,.015953509,.0018330989,.010870508,.0019058646,.0047640982,.0018272469,-.2903991,.0053451401,.0015829998,.0026133161,.0015369999,.0026181687,matched (3),.0020876133,.0020240324,.0018499435,.089676782,.002615822,.002620531,.0047640982,3
.25,.75,.5,.25,.75,1.42,.25,.75,.5,677,.014237727,.0017183967,.016260616,.0018208483,.013584829,.0017482376,-.13301277,.0049664057,.00051499985,.0024419685,.00045699987,.0024430342,matched (3),.0019211095,.0020852559,.0019327853,.022658803,.0024422337,.0024432431,.013584829,3
.25,.75,.5,.25,.75,1.42,.25,.75,1.42,678,.013319653,.0014735447,.022053096,.0015849066,.022482362,.0015749155,.0082239648,.0045750453,.00083800004,.0018499133,.00078000012,.0018496183,matched (3),.0016509579,.0020712456,.0020803721,.0046426789,.0018506155,.0018502267,.0082239648,4
.25,.75,.5,.25,.75,1.42,.5,.5,-1.6,679,.017769242,.0015097639,.010979566,.0016674801,-.0049307714,.0016364191,-.71076226,.0074703638,.0011790014,.0020981333,.0011290013,.0020995697,matched (3),.0018255098,.001788031,.0016607316,.51265335,.0020995233,.0021008444,.0049307714,3
.25,.75,.5,.25,.75,1.42,.5,.5,1.6,680,.012186845,.0017262927,.028248699,.0020383361,.023332046,.0019008919,-.19550823,.0059145014,-.00017599988,.0022626556,-.00021599987,.0022642117,matched (3),.0018748118,.0028363252,.0024452764,.04413797,.0022626866,.0022642582,.012186845,1
.25,.75,.5,.5,.5,-1.6,.75,.25,-1.42,681,-.012384004,.0014841574,.0014721942,.0015357604,-.020772826,.0016047659,-.21405125,.0075052795,.0012150001,.0020247563,.0012080001,.0020267374,matched (3),.001637521,.0015379277,.0020362763,.053323217,.0020262324,.0020281966,.0014721942,2
.25,.75,.5,.5,.5,-1.6,.75,.25,-.5,682,-.014343571,.001876401,.0061953496,.0019438339,-.012893128,.0019118957,-.0631603,.00757046,.00068899977,.0027044998,.00070399983,.0027065065,matched (3),.002082139,.0019822163,.0020781285,.011559684,.0027049745,.0027070022,.0061953496,2
.25,.75,.5,.5,.5,-1.6,.75,.25,.5,683,-.015278235,.0019838673,.012530033,.0021478003,-.0032053576,.0019884843,.099266425,.0071230172,-.000085000662,.0028539591,-.000070000649,.0028547901,matched (3),.0022172916,.002304802,.0019987586,.016976841,.0028539663,.002854795,.0032053576,3
.25,.75,.5,.5,.5,-1.6,.75,.25,1.42,684,-.01576269,.001684895,.018607343,.0019337574,.0059982091,.001738392,.24869315,.0070216917,.00065799896,.0024699641,.00067399855,.002471847,matched (3),.0019333574,.0022799906,.0017743706,.068869978,.0024703972,.0024723012,.0059982091,3
